Date,Open,High,Low,Close,Volume
2025. 6. 13 오후 4:00:00,199.73,200.37,195.7,196.45,51447349
2025. 6. 16 오후 4:00:00,197.3,198.69,196.56,198.42,43020691
2025. 6. 17 오후 4:00:00,197.2,198.39,195.21,195.64,38856152
2025. 6. 18 오후 4:00:00,195.94,197.57,195.07,196.58,45394689
2025. 6. 20 오후 4:00:00,198.24,201.7,196.86,201,96813542
2025. 6. 23 오후 4:00:00,201.63,202.3,198.96,201.5,55814272
2025. 6. 24 오후 4:00:00,202.59,203.44,200.2,200.3,54064033
2025. 6. 25 오후 4:00:00,201.45,203.67,200.62,201.56,39525730
2025. 6. 26 오후 4:00:00,201.43,202.64,199.46,201,50799121
2025. 6. 27 오후 4:00:00,201.89,203.22,200,201.08,73188571
2025. 6. 30 오후 4:00:00,202.01,207.39,199.26,205.17,91912816
2025. 7. 1 오후 4:00:00,206.67,210.19,206.14,207.82,78788867
2025. 7. 2 오후 4:00:00,208.91,213.34,208.14,212.44,67941811
2025. 7. 3 오후 1:05:00,212.15,214.65,211.81,213.55,34955836
2025. 7. 7 오후 4:00:00,212.68,216.23,208.8,209.95,50228984
2025. 7. 8 오후 4:00:00,210.1,211.43,208.45,210.01,42848928
2025. 7. 9 오후 4:00:00,209.53,211.33,207.22,211.14,48749367
2025. 7. 10 오후 4:00:00,210.51,213.48,210.03,212.41,44443635
2025. 7. 11 오후 4:00:00,210.57,212.13,209.86,211.16,39765812
2025. 7. 14 오후 4:00:00,209.93,210.91,207.54,208.62,38840111
2025. 7. 15 오후 4:00:00,209.22,211.89,208.92,209.11,42296339
2025. 7. 16 오후 4:00:00,210.3,212.4,208.64,210.16,47490532
2025. 7. 17 오후 4:00:00,210.57,211.8,209.59,210.02,48068141
2025. 7. 18 오후 4:00:00,210.87,211.79,209.7,211.18,48974591
2025. 7. 21 오후 4:00:00,212.1,215.78,211.63,212.48,51377434
2025. 7. 22 오후 4:00:00,213.14,214.95,212.23,214.4,46404072
2025. 7. 23 오후 4:00:00,215,215.15,212.41,214.15,46989301
2025. 7. 24 오후 4:00:00,213.9,215.69,213.53,213.76,46022620
2025. 7. 25 오후 4:00:00,214.7,215.24,213.4,213.88,40268781
2025. 7. 28 오후 4:00:00,214.03,214.85,213.06,214.05,37858017
2025. 7. 29 오후 4:00:00,214.18,214.81,210.82,211.27,51411723
2025. 7. 30 오후 4:00:00,211.9,212.39,207.72,209.05,45512514
2025. 7. 31 오후 4:00:00,208.49,209.84,207.16,207.57,80698431
2025. 8. 1 오후 4:00:00,210.87,213.58,201.5,202.38,104434473
2025. 8. 4 오후 4:00:00,204.51,207.88,201.68,203.35,75109298
2025. 8. 5 오후 4:00:00,203.4,205.34,202.16,202.92,44155079
2025. 8. 6 오후 4:00:00,205.63,215.38,205.59,213.25,108483103
2025. 8. 7 오후 4:00:00,218.88,220.85,216.58,220.03,90224834
2025. 8. 8 오후 4:00:00,220.83,231,219.25,229.35,113853967
2025. 8. 11 오후 4:00:00,227.92,229.56,224.76,227.18,61806132
2025. 8. 12 오후 4:00:00,228.01,230.8,227.07,229.65,55672301
2025. 8. 13 오후 4:00:00,231.07,235,230.43,233.33,69878546
2025. 8. 14 오후 4:00:00,234.06,235.12,230.85,232.78,51916275
2025. 8. 15 오후 4:00:00,234,234.28,229.34,231.59,56038657
2025. 8. 18 오후 4:00:00,231.7,233.12,230.11,230.89,37476188
2025. 8. 19 오후 4:00:00,231.28,232.87,229.35,230.56,39402564
2025. 8. 20 오후 4:00:00,229.98,230.47,225.77,226.01,42263865
2025. 8. 21 오후 4:00:00,226.27,226.52,223.78,224.9,30621249
2025. 8. 22 오후 4:00:00,226.17,229.09,225.41,227.76,42477811
2025. 8. 28 오후 4:00:00,230.82,233.41,229.34,232.56,38074700
2025. 8. 29 오후 4:00:00,232.51,233.38,231.37,232.14,39418437
2025. 9. 2 오후 4:00:00,229.25,230.85,226.97,229.72,44075638
2025. 9. 3 오후 4:00:00,237.21,238.85,234.36,238.47,66427835
2025. 9. 4 오후 4:00:00,238.45,239.9,236.74,239.78,47549429
2025. 9. 5 오후 4:00:00,240,241.32,238.49,239.69,54870397
2025. 9. 8 오후 4:00:00,239.3,240.15,236.34,237.88,48999495
2025. 9. 9 오후 4:00:00,237,238.78,233.36,234.35,66313918
2025. 9. 10 오후 4:00:00,232.19,232.42,225.95,226.79,83440810
2025. 9. 11 오후 4:00:00,226.88,230.45,226.65,230.03,50208578
2025. 9. 12 오후 4:00:00,229.22,234.51,229.02,234.07,55824216
2025. 9. 15 오후 4:00:00,237,238.19,235.03,236.7,42699524
2025. 9. 16 오후 4:00:00,237.18,241.22,236.32,238.15,63421099
2025. 9. 17 오후 4:00:00,238.97,240.1,237.73,238.99,46508017
2025. 9. 18 오후 4:00:00,239.97,241.2,236.65,237.88,44249576
2025. 9. 19 오후 4:00:00,241.23,246.3,240.21,245.5,163741314
2025. 9. 22 오후 4:00:00,248.3,256.64,248.12,256.08,105517416
2025. 9. 23 오후 4:00:00,255.88,257.34,253.58,254.43,60275187
2025. 9. 24 오후 4:00:00,255.22,255.74,251.04,252.31,42303710
2025. 9. 25 오후 4:00:00,253.21,257.17,251.71,256.87,55202075
2025. 9. 26 오후 4:00:00,254.1,257.6,253.78,255.46,46076258
2025. 9. 29 오후 4:00:00,254.56,255,253.01,254.43,40127687
2025. 9. 30 오후 4:00:00,254.86,255.92,253.11,254.63,37704259
2025. 10. 1 오후 4:00:00,255.04,258.79,254.93,255.45,48713940
2025. 10. 2 오후 4:00:00,256.58,258.18,254.15,257.13,42630239
2025. 10. 3 오후 4:00:00,254.67,259.24,253.95,258.02,49155614
2025. 10. 6 오후 4:00:00,257.99,259.07,255.05,256.69,44664118
2025. 10. 7 오후 4:00:00,256.81,257.4,255.43,256.48,31955776
2025. 10. 8 오후 4:00:00,256.52,258.52,256.11,258.06,36496895
2025. 10. 9 오후 4:00:00,257.81,258,253.14,254.04,38322012
2025. 10. 10 오후 4:00:00,254.94,256.38,244,245.27,61999098
2025. 10. 13 오후 4:00:00,249.38,249.69,245.56,247.66,38142942
2025. 10. 14 오후 4:00:00,246.6,248.85,244.7,247.77,35477986
2025. 10. 15 오후 4:00:00,249.49,251.82,247.47,249.34,33893611
2025. 10. 16 오후 4:00:00,248.25,249.04,245.13,247.45,39776974
2025. 10. 17 오후 4:00:00,248.02,253.38,247.27,252.29,49146961
2025. 10. 20 오후 4:00:00,255.89,264.38,255.63,262.24,90483029
2025. 10. 21 오후 4:00:00,261.88,265.29,261.83,262.77,46695948
2025. 10. 22 오후 4:00:00,262.65,262.85,255.43,258.45,45015254
2025. 10. 23 오후 4:00:00,259.94,260.62,258.01,259.58,32754941
2025. 10. 24 오후 4:00:00,261.19,264.13,259.18,262.82,38253717
2025. 10. 27 오후 4:00:00,264.88,269.12,264.65,268.81,44888152
2025. 10. 28 오후 4:00:00,268.99,269.89,268.15,269,41534759
2025. 10. 29 오후 4:00:00,269.27,271.41,267.11,269.7,51086742
2025. 10. 30 오후 4:00:00,271.99,274.14,268.48,271.4,69886534
2025. 10. 31 오후 4:00:00,276.99,277.32,269.16,270.37,86167123
2025. 11. 3 오후 4:00:00,270.42,270.85,266.25,269.05,50194583
2025. 11. 4 오후 4:00:00,268.33,271.49,267.62,270.04,49274846
2025. 11. 5 오후 4:00:00,268.61,271.7,266.93,270.14,43683072
2025. 11. 6 오후 4:00:00,267.89,273.4,267.89,269.77,51204045
2025. 11. 7 오후 4:00:00,269.8,272.29,266.77,268.47,48227365
2025. 11. 10 오후 4:00:00,268.96,273.73,267.46,269.43,41312412
2025. 11. 11 오후 4:00:00,269.81,275.91,269.8,275.25,46208318
2025. 11. 12 오후 4:00:00,275,275.73,271.7,273.47,48397982
2025. 11. 13 오후 4:00:00,274.11,276.7,272.09,272.95,49602794
2025. 11. 14 오후 4:00:00,271.05,275.96,269.6,272.41,47431331
2025. 11. 17 오후 4:00:00,268.82,270.49,265.73,267.46,45018260
2025. 11. 18 오후 4:00:00,269.99,270.71,265.32,267.44,45677278
2025. 11. 19 오후 4:00:00,265.52,272.21,265.5,268.56,40424492
2025. 11. 20 오후 4:00:00,270.83,275.43,265.92,266.25,45823568
2025. 11. 21 오후 4:00:00,265.95,273.33,265.67,271.49,59030832
2025. 11. 24 오후 4:00:00,270.9,277,270.9,275.92,65585796
2025. 11. 25 오후 4:00:00,275.27,280.38,275.25,276.97,46914220
2025. 11. 26 오후 4:00:00,276.96,279.53,276.63,277.55,33431423
2025. 11. 28 오후 1:05:00,277.26,279,275.99,278.85,20135620
2025. 12. 1 오후 4:00:00,278.01,283.42,276.14,283.1,46587722
2025. 12. 2 오후 4:00:00,283,287.4,282.63,286.19,53669532
2025. 12. 3 오후 4:00:00,286.2,288.62,283.3,284.15,43538687
2025. 12. 4 오후 4:00:00,284.1,284.73,278.59,280.7,43989056
2025. 12. 5 오후 4:00:00,280.54,281.14,278.05,278.78,47265845
2025. 12. 8 오후 4:00:00,278.13,279.67,276.15,277.89,38211832
2025. 12. 9 오후 4:00:00,278.16,280.03,276.92,277.18,32193256
2025. 12. 10 오후 4:00:00,277.75,279.75,276.44,278.78,33038318
2025. 12. 11 오후 4:00:00,279.1,279.59,273.81,278.03,33247986
2025. 12. 12 오후 4:00:00,277.9,279.22,276.82,278.28,39532887
2025. 12. 15 오후 4:00:00,280.15,280.15,272.84,274.11,50409078
2025. 12. 16 오후 4:00:00,272.82,275.5,271.79,274.61,37648628
2025. 12. 17 오후 4:00:00,275.01,276.16,271.64,271.84,50138743
2025. 12. 18 오후 4:00:00,273.61,273.63,266.95,272.19,51630721
2025. 12. 19 오후 4:00:00,272.15,274.6,269.9,273.67,144632048
2025. 12. 22 오후 4:00:00,272.86,273.88,270.51,270.97,36571827
2025. 12. 23 오후 4:00:00,270.84,272.5,269.56,272.36,29641999
2025. 12. 24 오후 1:05:00,272.34,275.43,272.2,273.81,17910574
2025. 12. 26 오후 4:00:00,274.16,275.37,272.86,273.4,21521802
2025. 12. 29 오후 4:00:00,272.69,274.36,272.35,273.76,23715213
2025. 12. 30 오후 4:00:00,272.81,274.08,272.28,273.08,22139617
2025. 12. 31 오후 4:00:00,273.06,273.68,271.75,271.86,27293639
2026. 1. 2 오후 4:00:00,272.26,277.84,269,271.01,37838054
2026. 1. 5 오후 4:00:00,270.64,271.51,266.14,267.26,45647190
2026. 1. 6 오후 4:00:00,267,267.55,262.12,262.36,52352090
2026. 1. 7 오후 4:00:00,263.2,263.68,259.81,260.33,48309804
2026. 1. 8 오후 4:00:00,257.02,259.29,255.7,259.04,50419337
2026. 1. 9 오후 4:00:00,259.08,260.21,256.22,259.37,39996967
2026. 1. 12 오후 4:00:00,259.16,261.3,256.8,260.25,45263767
2026. 1. 13 오후 4:00:00,258.72,261.81,258.39,261.05,45730847
2026. 1. 14 오후 4:00:00,259.49,261.82,256.71,259.96,40019421
2026. 1. 15 오후 4:00:00,260.65,261.04,257.05,258.21,39388564
2026. 1. 16 오후 4:00:00,257.9,258.9,254.93,255.53,72142773
